player_id,player_name,team_id,position,price,start_prob,has_valid_fixtures,has_team_match_context,has_player_component_source,has_backup_aggregate_ev,root_cause,recommended_repair_method,repair_confidence,historical_recovery_status,ev_match_method,current_component_source,current_base_ev_source,current_repair_status,current_weighted_group_stage_ev,max_backup_component_sum,max_backup_aggregate_ev,repair_class,fantasy_relevance_score
ange_yoan_bonny__civ,Ange-Yoan Bonny,CIV,FWD,2500000,0.25,yes,yes,no,no,missing_from_ev_master_at_holdet_rebase,"verify canonical identity against the pre-rebase source, then generate EV with the new general player-EV method",high,no_prior_nonzero_ev,unmatched,no_ev_source,no_ev_source,no_ev_source_zeroed,0.0,0.0,0.0,manual_identity_then_general_method,0.3875
deveron_fonville__cuw,Deveron Fonville,CUW,DEF,2000000,0.4344,yes,yes,no,no,ev_master_row_missing_player_stat_allocation,generate player shares/rates from a new general position-and-usage EV method; do not infer them from team context alone,high,no_prior_nonzero_ev,name_team_position,complete_components,component_weighted_sum,component_base_rebuilt,0.696815,0.0,0.0,new_general_ev_method,0.384168
willer_ditta__col,Willer Ditta,COL,DEF,2500000,0.3311,yes,yes,no,no,missing_from_ev_master_at_holdet_rebase,"verify canonical identity against the pre-rebase source, then generate EV with the new general player-EV method",high,no_prior_nonzero_ev,unmatched,complete_components,component_weighted_sum,component_base_rebuilt,1.43714,0.0,0.0,manual_identity_then_general_method,0.365617
marc_pubill__esp,Marc Pubill,ESP,DEF,3000000,0.25,yes,yes,no,no,missing_from_ev_master_at_holdet_rebase,"verify canonical identity against the pre-rebase source, then generate EV with the new general player-EV method",high,no_prior_nonzero_ev,unmatched,complete_components,component_weighted_sum,component_base_rebuilt,1.766731,0.0,0.0,manual_identity_then_general_method,0.3575
lenny_joseph__hai,Lenny Joseph,HAI,FWD,2000000,0.25,yes,yes,no,no,ev_master_row_missing_player_stat_allocation,generate player shares/rates from a new general position-and-usage EV method; do not infer them from team context alone,high,no_prior_nonzero_ev,name_team_position,no_ev_source,no_ev_source,no_ev_source_zeroed,0.0,0.0,0.0,new_general_ev_method,0.3575
weverton__bra,Weverton,BRA,GK,4000000,0.1564,yes,yes,no,no,ev_master_row_missing_player_stat_allocation,generate player shares/rates from a new general position-and-usage EV method; do not infer them from team context alone,high,no_prior_nonzero_ev,name_team_position,complete_components,component_weighted_sum,component_base_rebuilt,1.215638,0.0,0.0,new_general_ev_method,0.353508
karim_hafez__egy,Karim Hafez,EGY,DEF,2000000,0.3621,yes,yes,no,no,ev_master_row_missing_player_stat_allocation,generate player shares/rates from a new general position-and-usage EV method; do not infer them from team context alone,high,no_prior_nonzero_ev,name_team_position,complete_components,component_weighted_sum,component_base_rebuilt,0.997219,0.0,0.0,new_general_ev_method,0.350187
nabil_dunga_emad__egy,Nabil 'Dunga' Emad,EGY,MID,2000000,0.25,yes,yes,no,no,ev_master_row_missing_player_stat_allocation,generate player shares/rates from a new general position-and-usage EV method; do not infer them from team context alone,high,no_prior_nonzero_ev,name_team_position,complete_components,component_weighted_sum,component_base_rebuilt,0.235389,0.0,0.0,new_general_ev_method,0.3375
bara_sapoko_ndiaye__sen,Bara Sapoko Ndiaye,SEN,MID,2000000,0.25,yes,yes,no,no,ev_master_row_missing_player_stat_allocation,generate player shares/rates from a new general position-and-usage EV method; do not infer them from team context alone,high,no_prior_nonzero_ev,name_team_position,no_ev_source,no_ev_source,no_ev_source_zeroed,0.0,0.0,0.0,new_general_ev_method,0.3375
kevin_lenini__cpv,Kevin Lenini Pina,CPV,MID,2000000,0.25,yes,yes,no,no,ev_master_row_missing_player_stat_allocation,generate player shares/rates from a new general position-and-usage EV method; do not infer them from team context alone,high,no_prior_nonzero_ev,name_team_position,no_ev_source,no_ev_source,no_ev_source_zeroed,0.0,0.0,0.0,new_general_ev_method,0.3375
dominique_simon__hai,Dominique Simon,HAI,MID,2000000,0.25,yes,yes,no,no,ev_master_row_missing_player_stat_allocation,generate player shares/rates from a new general position-and-usage EV method; do not infer them from team context alone,high,no_prior_nonzero_ev,name_team_position,no_ev_source,no_ev_source,no_ev_source_zeroed,0.0,0.0,0.0,new_general_ev_method,0.3375
cj_dos_santos__cpv,CJ Dos Santos,CPV,GK,2500000,0.25,yes,yes,no,no,ev_master_row_missing_player_stat_allocation,generate player shares/rates from a new general position-and-usage EV method; do not infer them from team context alone,high,no_prior_nonzero_ev,name_team_position,no_ev_source,no_ev_source,no_ev_source_zeroed,0.0,0.0,0.0,new_general_ev_method,0.3075
oufa_shobeir__egy,Mostafa Oufa Shobeir,EGY,GK,2500000,0.25,yes,yes,no,no,ev_master_row_missing_player_stat_allocation,generate player shares/rates from a new general position-and-usage EV method; do not infer them from team context alone,high,no_prior_nonzero_ev,name_team_position,complete_components,component_weighted_sum,component_base_rebuilt,0.353004,0.0,0.0,new_general_ev_method,0.3075
rocky_bushiri__cod,Rocky Bushiri,COD,DEF,2000000,0.1959,yes,yes,yes,yes,historical_aggregate_only_missing_match_components,restore validated aggregate EV; rebuild match components only through a separate general component-generation method,high,recoverable_aggregate_only,name_team_position,complete_components,component_weighted_sum,component_base_rebuilt,0.655593,-0.059821,0.124288,deterministic_aggregate_only,0.272073
gi_hyuk_lee__kor,Gi-hyuk Lee,KOR,DEF,2000000,0.1931,yes,yes,no,no,ev_master_row_missing_player_stat_allocation,generate player shares/rates from a new general position-and-usage EV method; do not infer them from team context alone,high,no_prior_nonzero_ev,name_team_position,complete_components,component_weighted_sum,component_base_rebuilt,0.722199,0.0,0.0,new_general_ev_method,0.270757
steve_kapuadi__cod,Steve Kapuadi,COD,DEF,2000000,0.1819,yes,yes,no,no,ev_master_row_missing_player_stat_allocation,generate player shares/rates from a new general position-and-usage EV method; do not infer them from team context alone,high,no_prior_nonzero_ev,name_team_position,complete_components,component_weighted_sum,component_base_rebuilt,0.630683,0.0,0.0,new_general_ev_method,0.265493
bum_keun_song__kor,Bum-Keun Song,KOR,GK,2500000,0.1593,yes,yes,no,yes,historical_aggregate_only_missing_match_components,restore validated aggregate EV; rebuild match components only through a separate general component-generation method,high,recoverable_aggregate_only,name_team_position,complete_components,component_weighted_sum,component_base_rebuilt,0.445588,-0.058608,0.11793,deterministic_aggregate_only,0.264871
aqtay_abdallah__egy,Aqtay Abdallah,EGY,FWD,2000000,0.0446,yes,yes,no,no,ev_master_row_missing_player_stat_allocation,generate player shares/rates from a new general position-and-usage EV method; do not infer them from team context alone,high,no_prior_nonzero_ev,name_team_position,no_ev_source,no_ev_source,no_ev_source_zeroed,0.0,0.0,0.0,new_general_ev_method,0.260962
sander_tangvik__nor,Sander Tangvik,NOR,GK,3000000,0.0434,yes,yes,no,no,ev_master_row_missing_player_stat_allocation,generate player shares/rates from a new general position-and-usage EV method; do not infer them from team context alone,high,no_prior_nonzero_ev,name_team_position,complete_components,component_weighted_sum,component_base_rebuilt,0.799875,0.0,0.0,new_general_ev_method,0.240398
sondre_langas__nor,Sondre Langås,NOR,DEF,2000000,0.1054,yes,yes,no,no,ev_master_row_missing_player_stat_allocation,generate player shares/rates from a new general position-and-usage EV method; do not infer them from team context alone,high,no_prior_nonzero_ev,name_team_position,complete_components,component_weighted_sum,component_base_rebuilt,0.633069,0.0,0.0,new_general_ev_method,0.229538
el_mahdi_soliman__egy,El Mahdi Soliman,EGY,GK,2500000,0.0386,yes,yes,no,no,ev_master_row_missing_player_stat_allocation,generate player shares/rates from a new general position-and-usage EV method; do not infer them from team context alone,high,no_prior_nonzero_ev,name_team_position,complete_components,component_weighted_sum,component_base_rebuilt,0.358275,0.0,0.0,new_general_ev_method,0.208142
raed_chikhaoui__tun,Raed Chikhaoui,TUN,DEF,2000000,0.045,yes,yes,no,no,ev_master_row_missing_player_stat_allocation,generate player shares/rates from a new general position-and-usage EV method; do not infer them from team context alone,high,no_prior_nonzero_ev,name_team_position,no_ev_source,no_ev_source,no_ev_source_zeroed,0.0,0.0,0.0,new_general_ev_method,0.20115
tommy_smith__nzl,Tommy Smith,NZL,DEF,2000000,0.0438,yes,yes,no,no,ev_master_row_missing_player_stat_allocation,generate player shares/rates from a new general position-and-usage EV method; do not infer them from team context alone,high,no_prior_nonzero_ev,name_team_position,no_ev_source,no_ev_source,no_ev_source_zeroed,0.0,0.0,0.0,new_general_ev_method,0.200586
moustapha_mbow__sen,Moustapha Mbow,SEN,DEF,2000000,0.0396,yes,yes,no,no,ev_master_row_missing_player_stat_allocation,generate player shares/rates from a new general position-and-usage EV method; do not infer them from team context alone,high,no_prior_nonzero_ev,name_team_position,no_ev_source,no_ev_source,no_ev_source_zeroed,0.0,0.0,0.0,new_general_ev_method,0.198612
